# list of object assets to load in this scene
[ASSETS]
txt-game\mario.txt
txt-game\object\coin.txt
txt-game\object\cloud.txt
txt-game\object\brick.txt
txt-game\portal.txt
txt-game\object\ground.txt
txt-game\object\goomba.txt
#
[TEXTURES]
40	textures\world1-tile.png
#
[TILE-MAP]
txt-game\scene\tile-map\world1-tile-map.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	10	200

#COIN
4	1072	320
4	1104	288
4	1136	256
4	1168	224
4	1200	192
4	1328	80
4	1344	80
4	1360	80
4	1472	112
4	1488	112
4	1536	128
4	1552	128
4	1568	128
4	1584	128
4	1616	112
4	1632	112
4	1648	112
4	1664	112
4	1696	144
4	1728	112
4	1760	128
4	1808	96
4	1840	128

# BRICKS
1	0	416
1	16	416
1	32	416
1	48	416
1	64	416
1	80	416
1	96	416
1	112	416
1	128	416
1	144	416
1	160	416
1	176	416
1	192	416
1	208	416
1	224	416
1	240	416
1	256	416
1	272	416
1	288	416
1	304	416
1	320	416
1	336	416
1	352	416
1	368	416
1	384	416
1	400	416
1	416	416
1	432	416
1	448	416
1	464	416
1	480	416
1	496	416
1	512	416
1	528	416
1	544	416
1	560	416
1	576	416
1	592	416
1	608	416
1	624	400
1	640	400
1	656	400
1	672	400
1	688	400
1	704	400
1	720	400
1	736	400
1	752	400
1	768	400
1	784	400
1	800	400
1	816	400
1	832	400
1	848	400
1	864	400
1	880	400
1	896	400
1	912	400
1	928	400
1	944	400
1	960	400
1	976	400
1	992	400
1	1008	400
1	1024	400
1	1040	400
1	1056	400
1	1072	400
1	1152	416
1	1168	416
1	1184	416
1	1200	416
1	1216	416
1	1232	416
1	1248	416
1	1264	416
1	1280	416
1	1296	416
1	1312	416
1	1328	416
1	1344	416
1	1360	416
1	1376	416
1	1392	416
1	1408	416
1	1424	416
1	1440	416
1	1456	416
1	1472	416
1	1488	416
1	1536	416
1	1552	416
1	1568	416
1	1584	416
1	1600	416
1	1664	416
1	1680	416
1	1696	416
1	1712	416
1	1728	416
1	1744	416
1	1760	416
1	1776	416
1	1792	416
1	1808	416
1	1824	416
1	1840	416
1	1856	416
1	1872	416
1	1888	416
1	1904	416
1	1920	416
1	1936	416
1	1952	416
1	1968	416
1	1984	416
1	2000	416
1	2016	416
1	2032	416
1	2048	416
1	2064	416
1	2080	416
1	2096	416
1	2112	416
1	2128	416
1	2144	416
1	2160	416
1	2176	416
1	2192	416
1	2208	416
1	2220	416
1	2256	416
1	2272	416
1	2288	416
1	2304	416
1	2320	416
1	2336	416
1	2352	416
1	2368	416
1	2384	416
1	2400	416
1	2416	416
1	2432	416
1	2448	416
1	2464	416
1	2480	416
1	2496	416
1	2512	416
1	2528	416
1	2544	416
1	2560	416
1	2576	416
1	2592	416
1	2608	416
1	2624	416
1	2640	416
1	2656	416
1	2672	416
1	2688	416
1	2704	416
1	2720	416
1	2736	416
1	2752	416
1	2768	416
1	2784	416
1	2800	416

#Goomba
2	200	400
2	530	400
2	846	384
2	880	384
2	999	375



